Country,ISO3,value,date
Cabo Verde,CPV,74.052,2021-01-01
Burundi,BDI,61.663,2021-01-01
Burkina Faso,BFA,59.27,2021-01-01
Bulgaria,BGR,71.5146341463415,2021-01-01
Brunei Darussalam,BRN,74.642,2021-01-01
British Virgin Islands,VGB,74.494,2021-01-01
Brazil,BRA,72.75,2021-01-01
Botswana,BWA,61.141,2021-01-01
Bosnia and Herzegovina,BIH,75.3,2021-01-01
Bolivia,BOL,63.63,2021-01-01
Bhutan,BTN,71.815,2021-01-01
Bermuda,BMU,79.28,2021-01-01
Benin,BEN,59.821,2021-01-01
Belize,BLZ,70.47,2021-01-01
Belgium,BEL,81.890243902439,2021-01-01
Belarus,BLR,72.3706829268293,2021-01-01
Barbados,BRB,77.571,2021-01-01
Bangladesh,BGD,72.381,2021-01-01
Bahrain,BHR,78.76,2021-01-01
"Bahamas, The",BHS,71.598,2021-01-01
Azerbaijan,AZE,69.366,2021-01-01
Austria,AUT,81.2390243902439,2021-01-01
Australia,AUS,83.3,2021-01-01
Aruba,ABW,74.626,2021-01-01
Armenia,ARM,72.043,2021-01-01
Argentina,ARG,75.39,2021-01-01
Antigua and Barbuda,ATG,78.497,2021-01-01
Angola,AGO,61.643,2021-01-01
Algeria,DZA,76.377,2021-01-01
Albania,ALB,76.463,2021-01-01
Afghanistan,AFG,61.982,2021-01-01
